diameterK vratioI TransitionJ PX PY Pz RadiusCr DiameterV scale_con ratio current_bglac reported_ratios_vol.x reported_ratios_vol.y reported_ratios_vol.z reported_ratios_vol.w
3 5 1 -3.405071 5.975283 5.080556 596.1745 110.7181 0.2118948 0.2 0.3454703 NaN NaN NaN 0
3 5 2 -3.405071 5.975283 5.080556 596.1745 110.7181 0.2118948 0.4 0.18883 NaN NaN NaN 0
3 5 2 -3.405071 5.975283 5.080556 596.1745 110.7181 0.2118948 0.4 0.2201581 NaN NaN NaN 0
3 5 2 -3.405071 5.975283 5.080556 596.1745 110.7181 0.2118948 0.4 0.2514862 NaN NaN NaN 0
3 5 2 -3.405071 5.975283 5.080556 596.1745 110.7181 0.2118948 0.4 0.2828142 NaN NaN NaN 0
3 5 2 -3.405071 5.975283 5.080556 596.1745 110.7181 0.2118948 0.4 0.3141423 NaN NaN NaN 0
3 5 2 -3.405071 5.975283 5.080556 596.1745 110.7181 0.2118948 0.4 0.3454703 NaN NaN NaN 0
3 5 3 -3.405071 5.975283 5.080556 596.1745 110.7181 0.2118948 0.6 0.18883 NaN NaN NaN 0
3 5 3 -3.405071 5.975283 5.080556 596.1745 110.7181 0.2118948 0.6 0.2201581 NaN NaN NaN 0
3 5 3 -3.405071 5.975283 5.080556 596.1745 110.7181 0.2118948 0.6 0.2514862 NaN NaN NaN 0
3 5 3 -3.405071 5.975283 5.080556 596.1745 110.7181 0.2118948 0.6 0.2828142 NaN NaN NaN 0
3 5 3 -3.405071 5.975283 5.080556 596.1745 110.7181 0.2118948 0.6 0.3141423 NaN NaN NaN 0
3 5 3 -3.405071 5.975283 5.080556 596.1745 110.7181 0.2118948 0.6 0.3454703 NaN NaN NaN 0
3 5 4 -3.405071 5.975283 5.080556 596.1745 110.7181 0.2118948 0.8 0.18883 NaN NaN NaN 0
3 5 4 -3.405071 5.975283 5.080556 596.1745 110.7181 0.2118948 0.8 0.2201581 NaN NaN NaN 0
3 5 4 -3.405071 5.975283 5.080556 596.1745 110.7181 0.2118948 0.8 0.2514862 NaN NaN NaN 0
3 5 4 -3.405071 5.975283 5.080556 596.1745 110.7181 0.2118948 0.8 0.2828142 NaN NaN NaN 0
3 5 4 -3.405071 5.975283 5.080556 596.1745 110.7181 0.2118948 0.8 0.3141423 NaN NaN NaN 0
3 5 4 -3.405071 5.975283 5.080556 596.1745 110.7181 0.2118948 0.8 0.3454703 NaN NaN NaN 0
3 5 5 -3.405071 5.975283 5.080556 596.1745 110.7181 0.2118948 1 0.18883 NaN NaN NaN 0
3 5 5 -3.405071 5.975283 5.080556 596.1745 110.7181 0.2118948 1 0.2201581 NaN NaN NaN 0
3 5 5 -3.405071 5.975283 5.080556 596.1745 110.7181 0.2118948 1 0.2514862 NaN NaN NaN 0
3 5 5 -3.405071 5.975283 5.080556 596.1745 110.7181 0.2118948 1 0.2828142 NaN NaN NaN 0
3 5 5 -3.405071 5.975283 5.080556 596.1745 110.7181 0.2118948 1 0.3141423 NaN NaN NaN 0
3 5 5 -3.405071 5.975283 5.080556 596.1745 110.7181 0.2118948 1 0.3454703 NaN NaN NaN 0
4 0 0 16.54469 -4.97326 -2.275439 447.3395 121.1544 0.08951826 0 0.18883 NaN NaN NaN 0
4 0 0 16.54469 -4.97326 -2.275439 447.3395 121.1544 0.08951826 0 0.2201581 NaN NaN NaN 0
4 0 0 16.54469 -4.97326 -2.275439 447.3395 121.1544 0.08951826 0 0.2514862 NaN NaN NaN 0
4 0 0 16.54469 -4.97326 -2.275439 447.3395 121.1544 0.08951826 0 0.2828142 NaN NaN NaN 0
4 0 0 16.54469 -4.97326 -2.275439 447.3395 121.1544 0.08951826 0 0.3141423 NaN NaN NaN 0
4 0 0 16.54469 -4.97326 -2.275439 447.3395 121.1544 0.08951826 0 0.3454703 NaN NaN NaN 0
4 0 1 16.54469 -4.97326 -2.275439 447.3395 121.1544 0.08951826 0.2 0.18883 NaN NaN NaN 0
4 0 1 16.54469 -4.97326 -2.275439 447.3395 121.1544 0.08951826 0.2 0.2201581 NaN NaN NaN 0
4 0 1 16.54469 -4.97326 -2.275439 447.3395 121.1544 0.08951826 0.2 0.2514862 NaN NaN NaN 0
4 0 1 16.54469 -4.97326 -2.275439 447.3395 121.1544 0.08951826 0.2 0.2828142 NaN NaN NaN 0
4 0 1 16.54469 -4.97326 -2.275439 447.3395 121.1544 0.08951826 0.2 0.3141423 NaN NaN NaN 0
4 0 1 16.54469 -4.97326 -2.275439 447.3395 121.1544 0.08951826 0.2 0.3454703 NaN NaN NaN 0
4 0 2 16.54469 -4.97326 -2.275439 447.3395 121.1544 0.08951826 0.4 0.18883 NaN NaN NaN 0
4 0 2 16.54469 -4.97326 -2.275439 447.3395 121.1544 0.08951826 0.4 0.2201581 NaN NaN NaN 0
4 0 2 16.54469 -4.97326 -2.275439 447.3395 121.1544 0.08951826 0.4 0.2514862 NaN NaN NaN 0
4 0 2 16.54469 -4.97326 -2.275439 447.3395 121.1544 0.08951826 0.4 0.2828142 NaN NaN NaN 0
4 0 2 16.54469 -4.97326 -2.275439 447.3395 121.1544 0.08951826 0.4 0.3141423 NaN NaN NaN 0
4 0 2 16.54469 -4.97326 -2.275439 447.3395 121.1544 0.08951826 0.4 0.3454703 NaN NaN NaN 0
4 0 3 16.54469 -4.97326 -2.275439 447.3395 121.1544 0.08951826 0.6 0.18883 NaN NaN NaN 0
4 0 3 16.54469 -4.97326 -2.275439 447.3395 121.1544 0.08951826 0.6 0.2201581 NaN NaN NaN 0
4 0 3 16.54469 -4.97326 -2.275439 447.3395 121.1544 0.08951826 0.6 0.2514862 NaN NaN NaN 0
4 0 3 16.54469 -4.97326 -2.275439 447.3395 121.1544 0.08951826 0.6 0.2828142 NaN NaN NaN 0
4 0 3 16.54469 -4.97326 -2.275439 447.3395 121.1544 0.08951826 0.6 0.3141423 NaN NaN NaN 0
4 0 3 16.54469 -4.97326 -2.275439 447.3395 121.1544 0.08951826 0.6 0.3454703 NaN NaN NaN 0
4 0 4 16.54469 -4.97326 -2.275439 447.3395 121.1544 0.08951826 0.8 0.18883 NaN NaN NaN 0
4 0 4 16.54469 -4.97326 -2.275439 447.3395 121.1544 0.08951826 0.8 0.2201581 NaN NaN NaN 0
4 0 4 16.54469 -4.97326 -2.275439 447.3395 121.1544 0.08951826 0.8 0.2514862 NaN NaN NaN 0
4 0 4 16.54469 -4.97326 -2.275439 447.3395 121.1544 0.08951826 0.8 0.2828142 NaN NaN NaN 0
4 0 4 16.54469 -4.97326 -2.275439 447.3395 121.1544 0.08951826 0.8 0.3141423 NaN NaN NaN 0
4 0 4 16.54469 -4.97326 -2.275439 447.3395 121.1544 0.08951826 0.8 0.3454703 NaN NaN NaN 0
4 0 5 16.54469 -4.97326 -2.275439 447.3395 121.1544 0.08951826 1 0.18883 NaN NaN NaN 0
4 0 5 16.54469 -4.97326 -2.275439 447.3395 121.1544 0.08951826 1 0.2201581 NaN NaN NaN 0
4 0 5 16.54469 -4.97326 -2.275439 447.3395 121.1544 0.08951826 1 0.2514862 NaN NaN NaN 0
4 0 5 16.54469 -4.97326 -2.275439 447.3395 121.1544 0.08951826 1 0.2828142 NaN NaN NaN 0
4 0 5 16.54469 -4.97326 -2.275439 447.3395 121.1544 0.08951826 1 0.3141423 NaN NaN NaN 0
4 0 5 16.54469 -4.97326 -2.275439 447.3395 121.1544 0.08951826 1 0.3454703 NaN NaN NaN 0
4 1 0 15.78275 -8.144285 8.022623 488.3456 121.1544 0.1164614 0 0.18883 NaN NaN NaN 0
4 1 0 15.78275 -8.144285 8.022623 488.3456 121.1544 0.1164614 0 0.2201581 NaN NaN NaN 0
4 1 0 15.78275 -8.144285 8.022623 488.3456 121.1544 0.1164614 0 0.2514862 NaN NaN NaN 0
4 1 0 15.78275 -8.144285 8.022623 488.3456 121.1544 0.1164614 0 0.2828142 NaN NaN NaN 0
4 1 0 15.78275 -8.144285 8.022623 488.3456 121.1544 0.1164614 0 0.3141423 NaN NaN NaN 0
4 1 0 15.78275 -8.144285 8.022623 488.3456 121.1544 0.1164614 0 0.3454703 NaN NaN NaN 0
4 1 1 15.78275 -8.144285 8.022623 488.3456 121.1544 0.1164614 0.2 0.18883 NaN NaN NaN 0
4 1 1 15.78275 -8.144285 8.022623 488.3456 121.1544 0.1164614 0.2 0.2201581 NaN NaN NaN 0
4 1 1 15.78275 -8.144285 8.022623 488.3456 121.1544 0.1164614 0.2 0.2514862 NaN NaN NaN 0
4 1 1 15.78275 -8.144285 8.022623 488.3456 121.1544 0.1164614 0.2 0.2828142 NaN NaN NaN 0
4 1 1 15.78275 -8.144285 8.022623 488.3456 121.1544 0.1164614 0.2 0.3141423 NaN NaN NaN 0
4 1 1 15.78275 -8.144285 8.022623 488.3456 121.1544 0.1164614 0.2 0.3454703 NaN NaN NaN 0
4 1 2 15.78275 -8.144285 8.022623 488.3456 121.1544 0.1164614 0.4 0.18883 NaN NaN NaN 0
4 1 2 15.78275 -8.144285 8.022623 488.3456 121.1544 0.1164614 0.4 0.2201581 NaN NaN NaN 0
4 1 2 15.78275 -8.144285 8.022623 488.3456 121.1544 0.1164614 0.4 0.2514862 NaN NaN NaN 0
4 1 2 15.78275 -8.144285 8.022623 488.3456 121.1544 0.1164614 0.4 0.2828142 NaN NaN NaN 0
4 1 2 15.78275 -8.144285 8.022623 488.3456 121.1544 0.1164614 0.4 0.3141423 NaN NaN NaN 0
4 1 2 15.78275 -8.144285 8.022623 488.3456 121.1544 0.1164614 0.4 0.3454703 NaN NaN NaN 0
4 1 3 15.78275 -8.144285 8.022623 488.3456 121.1544 0.1164614 0.6 0.18883 NaN NaN NaN 0
4 1 3 15.78275 -8.144285 8.022623 488.3456 121.1544 0.1164614 0.6 0.2201581 NaN NaN NaN 0
4 1 3 15.78275 -8.144285 8.022623 488.3456 121.1544 0.1164614 0.6 0.2514862 NaN NaN NaN 0
4 1 3 15.78275 -8.144285 8.022623 488.3456 121.1544 0.1164614 0.6 0.2828142 NaN NaN NaN 0
4 1 3 15.78275 -8.144285 8.022623 488.3456 121.1544 0.1164614 0.6 0.3141423 NaN NaN NaN 0
4 1 3 15.78275 -8.144285 8.022623 488.3456 121.1544 0.1164614 0.6 0.3454703 NaN NaN NaN 0
4 1 4 15.78275 -8.144285 8.022623 488.3456 121.1544 0.1164614 0.8 0.18883 NaN NaN NaN 0
4 1 4 15.78275 -8.144285 8.022623 488.3456 121.1544 0.1164614 0.8 0.2201581 NaN NaN NaN 0
4 1 4 15.78275 -8.144285 8.022623 488.3456 121.1544 0.1164614 0.8 0.2514862 NaN NaN NaN 0
4 1 4 15.78275 -8.144285 8.022623 488.3456 121.1544 0.1164614 0.8 0.2828142 NaN NaN NaN 0
4 1 4 15.78275 -8.144285 8.022623 488.3456 121.1544 0.1164614 0.8 0.3141423 NaN NaN NaN 0
4 1 4 15.78275 -8.144285 8.022623 488.3456 121.1544 0.1164614 0.8 0.3454703 NaN NaN NaN 0
4 1 5 15.78275 -8.144285 8.022623 488.3456 121.1544 0.1164614 1 0.18883 NaN NaN NaN 0
4 1 5 15.78275 -8.144285 8.022623 488.3456 121.1544 0.1164614 1 0.2201581 NaN NaN NaN 0
4 1 5 15.78275 -8.144285 8.022623 488.3456 121.1544 0.1164614 1 0.2514862 NaN NaN NaN 0
4 1 5 15.78275 -8.144285 8.022623 488.3456 121.1544 0.1164614 1 0.2828142 NaN NaN NaN 0
4 1 5 15.78275 -8.144285 8.022623 488.3456 121.1544 0.1164614 1 0.3141423 NaN NaN NaN 0
4 1 5 15.78275 -8.144285 8.022623 488.3456 121.1544 0.1164614 1 0.3454703 NaN NaN NaN 0
4 2 0 -2.876988 0.6640586 -2.440734 529.3517 121.1544 0.1483314 0 0.18883 NaN NaN NaN 0
4 2 0 -2.876988 0.6640586 -2.440734 529.3517 121.1544 0.1483314 0 0.2201581 NaN NaN NaN 0
4 2 0 -2.876988 0.6640586 -2.440734 529.3517 121.1544 0.1483314 0 0.2514862 NaN NaN NaN 0
4 2 0 -2.876988 0.6640586 -2.440734 529.3517 121.1544 0.1483314 0 0.2828142 NaN NaN NaN 0
4 2 0 -2.876988 0.6640586 -2.440734 529.3517 121.1544 0.1483314 0 0.3141423 NaN NaN NaN 0
4 2 0 -2.876988 0.6640586 -2.440734 529.3517 121.1544 0.1483314 0 0.3454703 NaN NaN NaN 0
4 2 1 -2.876988 0.6640586 -2.440734 529.3517 121.1544 0.1483314 0.2 0.18883 NaN NaN NaN 0
4 2 1 -2.876988 0.6640586 -2.440734 529.3517 121.1544 0.1483314 0.2 0.2201581 NaN NaN NaN 0
4 2 1 -2.876988 0.6640586 -2.440734 529.3517 121.1544 0.1483314 0.2 0.2514862 NaN NaN NaN 0
4 2 1 -2.876988 0.6640586 -2.440734 529.3517 121.1544 0.1483314 0.2 0.2828142 NaN NaN NaN 0
4 2 1 -2.876988 0.6640586 -2.440734 529.3517 121.1544 0.1483314 0.2 0.3141423 NaN NaN NaN 0
4 2 1 -2.876988 0.6640586 -2.440734 529.3517 121.1544 0.1483314 0.2 0.3454703 NaN NaN NaN 0
4 2 2 -2.876988 0.6640586 -2.440734 529.3517 121.1544 0.1483314 0.4 0.18883 NaN NaN NaN 0
4 2 2 -2.876988 0.6640586 -2.440734 529.3517 121.1544 0.1483314 0.4 0.2201581 NaN NaN NaN 0
4 2 2 -2.876988 0.6640586 -2.440734 529.3517 121.1544 0.1483314 0.4 0.2514862 NaN NaN NaN 0
4 2 2 -2.876988 0.6640586 -2.440734 529.3517 121.1544 0.1483314 0.4 0.2828142 NaN NaN NaN 0
4 2 2 -2.876988 0.6640586 -2.440734 529.3517 121.1544 0.1483314 0.4 0.3141423 NaN NaN NaN 0
4 2 2 -2.876988 0.6640586 -2.440734 529.3517 121.1544 0.1483314 0.4 0.3454703 NaN NaN NaN 0
4 2 3 -2.876988 0.6640586 -2.440734 529.3517 121.1544 0.1483314 0.6 0.18883 NaN NaN NaN 0
4 2 3 -2.876988 0.6640586 -2.440734 529.3517 121.1544 0.1483314 0.6 0.2201581 NaN NaN NaN 0
4 2 3 -2.876988 0.6640586 -2.440734 529.3517 121.1544 0.1483314 0.6 0.2514862 NaN NaN NaN 0
4 2 3 -2.876988 0.6640586 -2.440734 529.3517 121.1544 0.1483314 0.6 0.2828142 NaN NaN NaN 0
4 2 3 -2.876988 0.6640586 -2.440734 529.3517 121.1544 0.1483314 0.6 0.3141423 NaN NaN NaN 0
4 2 3 -2.876988 0.6640586 -2.440734 529.3517 121.1544 0.1483314 0.6 0.3454703 NaN NaN NaN 0
4 2 4 -2.876988 0.6640586 -2.440734 529.3517 121.1544 0.1483314 0.8 0.18883 NaN NaN NaN 0
4 2 4 -2.876988 0.6640586 -2.440734 529.3517 121.1544 0.1483314 0.8 0.2201581 NaN NaN NaN 0
4 2 4 -2.876988 0.6640586 -2.440734 529.3517 121.1544 0.1483314 0.8 0.2514862 NaN NaN NaN 0
4 2 4 -2.876988 0.6640586 -2.440734 529.3517 121.1544 0.1483314 0.8 0.2828142 NaN NaN NaN 0
4 2 4 -2.876988 0.6640586 -2.440734 529.3517 121.1544 0.1483314 0.8 0.3141423 NaN NaN NaN 0
4 2 4 -2.876988 0.6640586 -2.440734 529.3517 121.1544 0.1483314 0.8 0.3454703 NaN NaN NaN 0
4 2 5 -2.876988 0.6640586 -2.440734 529.3517 121.1544 0.1483314 1 0.18883 NaN NaN NaN 0
4 2 5 -2.876988 0.6640586 -2.440734 529.3517 121.1544 0.1483314 1 0.2201581 NaN NaN NaN 0
4 2 5 -2.876988 0.6640586 -2.440734 529.3517 121.1544 0.1483314 1 0.2514862 NaN NaN NaN 0
4 2 5 -2.876988 0.6640586 -2.440734 529.3517 121.1544 0.1483314 1 0.2828142 NaN NaN NaN 0
4 2 5 -2.876988 0.6640586 -2.440734 529.3517 121.1544 0.1483314 1 0.3141423 NaN NaN NaN 0
4 2 5 -2.876988 0.6640586 -2.440734 529.3517 121.1544 0.1483314 1 0.3454703 NaN NaN NaN 0
4 3 0 1.502108 10.37316 -11.37367 559.1744 121.1544 0.1748404 0 0.18883 NaN NaN NaN 0
4 3 0 1.502108 10.37316 -11.37367 559.1744 121.1544 0.1748404 0 0.2201581 NaN NaN NaN 0
4 3 0 1.502108 10.37316 -11.37367 559.1744 121.1544 0.1748404 0 0.2514862 NaN NaN NaN 0
4 3 0 1.502108 10.37316 -11.37367 559.1744 121.1544 0.1748404 0 0.2828142 NaN NaN NaN 0
4 3 0 1.502108 10.37316 -11.37367 559.1744 121.1544 0.1748404 0 0.3141423 NaN NaN NaN 0
4 3 0 1.502108 10.37316 -11.37367 559.1744 121.1544 0.1748404 0 0.3454703 NaN NaN NaN 0
4 3 1 1.502108 10.37316 -11.37367 559.1744 121.1544 0.1748404 0.2 0.18883 NaN NaN NaN 0
4 3 1 1.502108 10.37316 -11.37367 559.1744 121.1544 0.1748404 0.2 0.2201581 NaN NaN NaN 0
4 3 1 1.502108 10.37316 -11.37367 559.1744 121.1544 0.1748404 0.2 0.2514862 NaN NaN NaN 0
4 3 1 1.502108 10.37316 -11.37367 559.1744 121.1544 0.1748404 0.2 0.2828142 NaN NaN NaN 0
4 3 1 1.502108 10.37316 -11.37367 559.1744 121.1544 0.1748404 0.2 0.3141423 NaN NaN NaN 0
4 3 1 1.502108 10.37316 -11.37367 559.1744 121.1544 0.1748404 0.2 0.3454703 NaN NaN NaN 0
4 3 2 1.502108 10.37316 -11.37367 559.1744 121.1544 0.1748404 0.4 0.18883 NaN NaN NaN 0
4 3 2 1.502108 10.37316 -11.37367 559.1744 121.1544 0.1748404 0.4 0.2201581 NaN NaN NaN 0
4 3 2 1.502108 10.37316 -11.37367 559.1744 121.1544 0.1748404 0.4 0.2514862 NaN NaN NaN 0
4 3 2 1.502108 10.37316 -11.37367 559.1744 121.1544 0.1748404 0.4 0.2828142 NaN NaN NaN 0
4 3 2 1.502108 10.37316 -11.37367 559.1744 121.1544 0.1748404 0.4 0.3141423 NaN NaN NaN 0
4 3 2 1.502108 10.37316 -11.37367 559.1744 121.1544 0.1748404 0.4 0.3454703 NaN NaN NaN 0
4 3 3 1.502108 10.37316 -11.37367 559.1744 121.1544 0.1748404 0.6 0.18883 NaN NaN NaN 0
4 3 3 1.502108 10.37316 -11.37367 559.1744 121.1544 0.1748404 0.6 0.2201581 NaN NaN NaN 0
4 3 3 1.502108 10.37316 -11.37367 559.1744 121.1544 0.1748404 0.6 0.2514862 NaN NaN NaN 0
4 3 3 1.502108 10.37316 -11.37367 559.1744 121.1544 0.1748404 0.6 0.2828142 NaN NaN NaN 0
4 3 3 1.502108 10.37316 -11.37367 559.1744 121.1544 0.1748404 0.6 0.3141423 NaN NaN NaN 0
4 3 3 1.502108 10.37316 -11.37367 559.1744 121.1544 0.1748404 0.6 0.3454703 NaN NaN NaN 0
4 3 4 1.502108 10.37316 -11.37367 559.1744 121.1544 0.1748404 0.8 0.18883 NaN NaN NaN 0
4 3 4 1.502108 10.37316 -11.37367 559.1744 121.1544 0.1748404 0.8 0.2201581 NaN NaN NaN 0
4 3 4 1.502108 10.37316 -11.37367 559.1744 121.1544 0.1748404 0.8 0.2514862 NaN NaN NaN 0
4 3 4 1.502108 10.37316 -11.37367 559.1744 121.1544 0.1748404 0.8 0.2828142 NaN NaN NaN 0
4 3 4 1.502108 10.37316 -11.37367 559.1744 121.1544 0.1748404 0.8 0.3141423 NaN NaN NaN 0
4 3 4 1.502108 10.37316 -11.37367 559.1744 121.1544 0.1748404 0.8 0.3454703 NaN NaN NaN 0
4 3 5 1.502108 10.37316 -11.37367 559.1744 121.1544 0.1748404 1 0.18883 NaN NaN NaN 0
4 3 5 1.502108 10.37316 -11.37367 559.1744 121.1544 0.1748404 1 0.2201581 NaN NaN NaN 0
4 3 5 1.502108 10.37316 -11.37367 559.1744 121.1544 0.1748404 1 0.2514862 NaN NaN NaN 0
4 3 5 1.502108 10.37316 -11.37367 559.1744 121.1544 0.1748404 1 0.2828142 NaN NaN NaN 0
4 3 5 1.502108 10.37316 -11.37367 559.1744 121.1544 0.1748404 1 0.3141423 NaN NaN NaN 0
4 3 5 1.502108 10.37316 -11.37367 559.1744 121.1544 0.1748404 1 0.3454703 NaN NaN NaN 0
4 4 0 -7.582695 12.3716 3.739901 580.6094 121.1544 0.1957277 0 0.18883 NaN NaN NaN 0
4 4 0 -7.582695 12.3716 3.739901 580.6094 121.1544 0.1957277 0 0.2201581 NaN NaN NaN 0
4 4 0 -7.582695 12.3716 3.739901 580.6094 121.1544 0.1957277 0 0.2514862 NaN NaN NaN 0
4 4 0 -7.582695 12.3716 3.739901 580.6094 121.1544 0.1957277 0 0.2828142 NaN NaN NaN 0
4 4 0 -7.582695 12.3716 3.739901 580.6094 121.1544 0.1957277 0 0.3141423 NaN NaN NaN 0
4 4 0 -7.582695 12.3716 3.739901 580.6094 121.1544 0.1957277 0 0.3454703 NaN NaN NaN 0
4 4 1 -7.582695 12.3716 3.739901 580.6094 121.1544 0.1957277 0.2 0.18883 NaN NaN NaN 0
4 4 1 -7.582695 12.3716 3.739901 580.6094 121.1544 0.1957277 0.2 0.2201581 NaN NaN NaN 0
4 4 1 -7.582695 12.3716 3.739901 580.6094 121.1544 0.1957277 0.2 0.2514862 NaN NaN NaN 0
4 4 1 -7.582695 12.3716 3.739901 580.6094 121.1544 0.1957277 0.2 0.2828142 NaN NaN NaN 0
4 4 1 -7.582695 12.3716 3.739901 580.6094 121.1544 0.1957277 0.2 0.3141423 NaN NaN NaN 0
4 4 1 -7.582695 12.3716 3.739901 580.6094 121.1544 0.1957277 0.2 0.3454703 NaN NaN NaN 0
4 4 2 -7.582695 12.3716 3.739901 580.6094 121.1544 0.1957277 0.4 0.18883 NaN NaN NaN 0
4 4 2 -7.582695 12.3716 3.739901 580.6094 121.1544 0.1957277 0.4 0.2201581 NaN NaN NaN 0
4 4 2 -7.582695 12.3716 3.739901 580.6094 121.1544 0.1957277 0.4 0.2514862 NaN NaN NaN 0
4 4 2 -7.582695 12.3716 3.739901 580.6094 121.1544 0.1957277 0.4 0.2828142 NaN NaN NaN 0
4 4 2 -7.582695 12.3716 3.739901 580.6094 121.1544 0.1957277 0.4 0.3141423 NaN NaN NaN 0
4 4 2 -7.582695 12.3716 3.739901 580.6094 121.1544 0.1957277 0.4 0.3454703 NaN NaN NaN 0
4 4 3 -7.582695 12.3716 3.739901 580.6094 121.1544 0.1957277 0.6 0.18883 NaN NaN NaN 0
4 4 3 -7.582695 12.3716 3.739901 580.6094 121.1544 0.1957277 0.6 0.2201581 NaN NaN NaN 0
4 4 3 -7.582695 12.3716 3.739901 580.6094 121.1544 0.1957277 0.6 0.2514862 NaN NaN NaN 0
4 4 3 -7.582695 12.3716 3.739901 580.6094 121.1544 0.1957277 0.6 0.2828142 NaN NaN NaN 0
4 4 3 -7.582695 12.3716 3.739901 580.6094 121.1544 0.1957277 0.6 0.3141423 NaN NaN NaN 0
4 4 3 -7.582695 12.3716 3.739901 580.6094 121.1544 0.1957277 0.6 0.3454703 NaN NaN NaN 0
4 4 4 -7.582695 12.3716 3.739901 580.6094 121.1544 0.1957277 0.8 0.18883 NaN NaN NaN 0
4 4 4 -7.582695 12.3716 3.739901 580.6094 121.1544 0.1957277 0.8 0.2201581 NaN NaN NaN 0
4 4 4 -7.582695 12.3716 3.739901 580.6094 121.1544 0.1957277 0.8 0.2514862 NaN NaN NaN 0
4 4 4 -7.582695 12.3716 3.739901 580.6094 121.1544 0.1957277 0.8 0.2828142 NaN NaN NaN 0
4 4 4 -7.582695 12.3716 3.739901 580.6094 121.1544 0.1957277 0.8 0.3141423 NaN NaN NaN 0
4 4 4 -7.582695 12.3716 3.739901 580.6094 121.1544 0.1957277 0.8 0.3454703 NaN NaN NaN 0
4 4 5 -7.582695 12.3716 3.739901 580.6094 121.1544 0.1957277 1 0.18883 NaN NaN NaN 0
4 4 5 -7.582695 12.3716 3.739901 580.6094 121.1544 0.1957277 1 0.2201581 NaN NaN NaN 0
4 4 5 -7.582695 12.3716 3.739901 580.6094 121.1544 0.1957277 1 0.2514862 NaN NaN NaN 0
4 4 5 -7.582695 12.3716 3.739901 580.6094 121.1544 0.1957277 1 0.2828142 NaN NaN NaN 0
4 4 5 -7.582695 12.3716 3.739901 580.6094 121.1544 0.1957277 1 0.3141423 NaN NaN NaN 0
4 4 5 -7.582695 12.3716 3.739901 580.6094 121.1544 0.1957277 1 0.3454703 NaN NaN NaN 0
4 5 0 8.603867 -0.2713388 -6.882288 652.3701 121.1544 0.27764 0 0.18883 NaN NaN NaN 0
4 5 0 8.603867 -0.2713388 -6.882288 652.3701 121.1544 0.27764 0 0.2201581 NaN NaN NaN 0
4 5 0 8.603867 -0.2713388 -6.882288 652.3701 121.1544 0.27764 0 0.2514862 NaN NaN NaN 0
4 5 0 8.603867 -0.2713388 -6.882288 652.3701 121.1544 0.27764 0 0.2828142 NaN NaN NaN 0
4 5 0 8.603867 -0.2713388 -6.882288 652.3701 121.1544 0.27764 0 0.3141423 NaN NaN NaN 0
4 5 0 8.603867 -0.2713388 -6.882288 652.3701 121.1544 0.27764 0 0.3454703 NaN NaN NaN 0
4 5 1 8.603867 -0.2713388 -6.882288 652.3701 121.1544 0.27764 0.2 0.18883 NaN NaN NaN 0
4 5 1 8.603867 -0.2713388 -6.882288 652.3701 121.1544 0.27764 0.2 0.2201581 NaN NaN NaN 0
4 5 1 8.603867 -0.2713388 -6.882288 652.3701 121.1544 0.27764 0.2 0.2514862 NaN NaN NaN 0
4 5 1 8.603867 -0.2713388 -6.882288 652.3701 121.1544 0.27764 0.2 0.2828142 NaN NaN NaN 0
4 5 1 8.603867 -0.2713388 -6.882288 652.3701 121.1544 0.27764 0.2 0.3141423 NaN NaN NaN 0
4 5 1 8.603867 -0.2713388 -6.882288 652.3701 121.1544 0.27764 0.2 0.3454703 NaN NaN NaN 0
4 5 2 8.603867 -0.2713388 -6.882288 652.3701 121.1544 0.27764 0.4 0.18883 NaN NaN NaN 0
4 5 2 8.603867 -0.2713388 -6.882288 652.3701 121.1544 0.27764 0.4 0.2201581 NaN NaN NaN 0
4 5 2 8.603867 -0.2713388 -6.882288 652.3701 121.1544 0.27764 0.4 0.2514862 NaN NaN NaN 0
4 5 2 8.603867 -0.2713388 -6.882288 652.3701 121.1544 0.27764 0.4 0.2828142 NaN NaN NaN 0
4 5 2 8.603867 -0.2713388 -6.882288 652.3701 121.1544 0.27764 0.4 0.3141423 NaN NaN NaN 0
4 5 2 8.603867 -0.2713388 -6.882288 652.3701 121.1544 0.27764 0.4 0.3454703 NaN NaN NaN 0
4 5 3 8.603867 -0.2713388 -6.882288 652.3701 121.1544 0.27764 0.6 0.18883 NaN NaN NaN 0
4 5 3 8.603867 -0.2713388 -6.882288 652.3701 121.1544 0.27764 0.6 0.2201581 NaN NaN NaN 0
4 5 3 8.603867 -0.2713388 -6.882288 652.3701 121.1544 0.27764 0.6 0.2514862 NaN NaN NaN 0
4 5 3 8.603867 -0.2713388 -6.882288 652.3701 121.1544 0.27764 0.6 0.2828142 NaN NaN NaN 0
4 5 3 8.603867 -0.2713388 -6.882288 652.3701 121.1544 0.27764 0.6 0.3141423 NaN NaN NaN 0
4 5 3 8.603867 -0.2713388 -6.882288 652.3701 121.1544 0.27764 0.6 0.3454703 NaN NaN NaN 0
4 5 4 8.603867 -0.2713388 -6.882288 652.3701 121.1544 0.27764 0.8 0.18883 NaN NaN NaN 0
4 5 4 8.603867 -0.2713388 -6.882288 652.3701 121.1544 0.27764 0.8 0.2201581 NaN NaN NaN 0
4 5 4 8.603867 -0.2713388 -6.882288 652.3701 121.1544 0.27764 0.8 0.2514862 NaN NaN NaN 0
